codigo,fecha_pago,vr_pre_pago_por_vn100,interes_por_vn100,amortizacion_por_vn100,moneda_flujo,descripcion
PN37O,2026-05-13,100.0,3.1,0.0,USD,interes
PN37O,2026-11-13,100.0,3.15,0.0,USD,interes
PN37O,2027-05-13,100.0,3.1,0.0,USD,interes
PN37O,2027-11-13,100.0,3.15,0.0,USD,interes
PN37O,2028-05-13,100.0,3.12,0.0,USD,interes
PN37O,2028-11-13,100.0,3.15,100.0,USD,interes + amortizacion
TLC1O,2026-07-18,100.0,4.0,100.0,USD,interes + amortizacion
TLCMO,2026-07-18,100.0,4.75,0.0,USD,interes
TLCMO,2027-01-18,100.0,4.75,0.0,USD,interes
TLCMO,2027-07-18,100.0,4.75,0.0,USD,interes
TLCMO,2028-01-18,100.0,4.75,0.0,USD,interes
TLCMO,2028-07-18,100.0,4.75,0.0,USD,interes
TLCMO,2029-01-18,100.0,4.75,0.0,USD,interes
TLCMO,2029-07-18,100.0,4.75,33.0,USD,interes + amortizacion
TLCMO,2030-01-18,67.0,3.18,0.0,USD,interes
TLCMO,2030-07-18,67.0,3.18,33.0,USD,interes + amortizacion
TLCMO,2031-01-18,34.0,1.62,0.0,USD,interes
TLCMO,2031-07-18,34.0,1.62,34.0,USD,interes + amortizacion
TX26,2026-05-09,40.0,0.4,20.0,ARS CER,interes + amortizacion
TX26,2026-11-09,20.0,0.2,20.0,ARS CER,interes + amortizacion
VSCRO,2026-04-10,100.0,3.81,0.0,USD,interes
VSCRO,2026-10-10,100.0,3.84,0.0,USD,interes
VSCRO,2027-04-10,100.0,3.81,0.0,USD,interes
VSCRO,2027-10-10,100.0,3.84,0.0,USD,interes
VSCRO,2028-04-10,100.0,3.84,0.0,USD,interes
VSCRO,2028-10-10,100.0,3.84,0.0,USD,interes
VSCRO,2029-04-10,100.0,3.81,0.0,USD,interes
VSCRO,2029-10-10,100.0,3.84,33.0,USD,interes + amortizacion
VSCRO,2030-04-10,67.0,2.56,0.0,USD,interes
VSCRO,2030-10-10,67.0,2.57,33.0,USD,interes + amortizacion
VSCRO,2031-04-10,34.0,1.3,0.0,USD,interes
VSCRO,2031-10-10,34.0,1.3,34.0,USD,interes + amortizacion
VSCTO,2026-06-10,100.0,3.8,0.0,USD,interes
VSCTO,2026-12-10,100.0,3.82,0.0,USD,interes
VSCTO,2027-06-10,100.0,3.8,0.0,USD,interes
VSCTO,2027-12-10,100.0,3.82,0.0,USD,interes
VSCTO,2028-06-10,100.0,3.82,0.0,USD,interes
VSCTO,2028-12-10,100.0,3.82,0.0,USD,interes
VSCTO,2029-06-10,100.0,3.8,0.0,USD,interes
VSCTO,2029-12-10,100.0,3.82,0.0,USD,interes
VSCTO,2030-06-10,100.0,3.8,0.0,USD,interes
VSCTO,2030-12-10,100.0,3.82,0.0,USD,interes
VSCTO,2031-06-10,100.0,3.8,0.0,USD,interes
VSCTO,2031-12-10,100.0,3.82,0.0,USD,interes
VSCTO,2032-06-10,100.0,3.82,0.0,USD,interes
VSCTO,2032-12-10,100.0,3.82,0.0,USD,interes
VSCTO,2033-06-10,100.0,3.8,0.0,USD,interes
VSCTO,2033-12-10,100.0,3.82,33.0,USD,interes + amortizacion
VSCTO,2034-06-10,67.0,2.55,0.0,USD,interes
VSCTO,2034-12-10,67.0,2.56,33.0,USD,interes + amortizacion
VSCTO,2035-06-10,34.0,1.29,0.0,USD,interes
VSCTO,2035-12-10,34.0,1.3,34.0,USD,interes + amortizacion
YFCJO,2026-04-16,100.0,3.93,0.0,USD,interes
YFCJO,2026-10-16,100.0,3.95,0.0,USD,interes
YFCJO,2027-04-16,100.0,3.93,0.0,USD,interes
YFCJO,2027-10-16,100.0,3.95,0.0,USD,interes
YFCJO,2028-04-16,100.0,3.95,0.0,USD,interes
YFCJO,2028-10-16,100.0,3.95,0.0,USD,interes
YFCJO,2029-04-16,100.0,3.93,0.0,USD,interes
YFCJO,2029-10-16,100.0,3.95,0.0,USD,interes
YFCJO,2030-04-16,100.0,3.93,0.0,USD,interes
YFCJO,2030-10-16,100.0,3.95,33.0,USD,interes + amortizacion
YFCJO,2031-04-16,67.0,2.63,0.0,USD,interes
YFCJO,2031-10-16,67.0,2.65,33.0,USD,interes + amortizacion
YFCJO,2032-04-16,34.0,1.34,0.0,USD,interes
YFCJO,2032-10-16,34.0,1.34,34.0,USD,interes + amortizacion
YM34O,2026-07-17,100.0,4.09,0.0,USD,interes
YM34O,2027-01-17,100.0,4.16,0.0,USD,interes
YM34O,2027-07-17,100.0,4.09,0.0,USD,interes
YM34O,2028-01-17,100.0,4.16,0.0,USD,interes
YM34O,2028-07-17,100.0,4.11,0.0,USD,interes
YM34O,2029-01-17,100.0,4.16,0.0,USD,interes
YM34O,2029-07-17,100.0,4.09,0.0,USD,interes
YM34O,2030-01-17,100.0,4.16,0.0,USD,interes
YM34O,2030-07-17,100.0,4.09,0.0,USD,interes
YM34O,2031-01-17,100.0,4.16,0.0,USD,interes
YM34O,2031-07-17,100.0,4.09,0.0,USD,interes
YM34O,2032-01-17,100.0,4.16,30.0,USD,interes + amortizacion
YM34O,2032-07-17,70.0,2.88,0.0,USD,interes
YM34O,2033-01-17,70.0,2.91,30.0,USD,interes + amortizacion
YM34O,2033-07-17,40.0,1.64,0.0,USD,interes
YM34O,2034-01-17,40.0,1.66,40.0,USD,interes + amortizacion
YMCIO,2026-06-30,100.0,4.5,14.28,USD,interes + amortizacion
YMCIO,2026-12-30,85.7150,3.86,14.28,USD,interes + amortizacion
YMCIO,2027-06-30,71.43,3.21,14.28,USD,interes + amortizacion
YMCIO,2027-12-30,57.14,2.57,14.28,USD,interes + amortizacion
YMCIO,2028-06-30,42.86,1.93,14.28,USD,interes + amortizacion
YMCIO,2028-12-30,28.57,1.29,14.28,USD,interes + amortizacion
YMCIO,2029-06-30,14.29,0.64,14.28,USD,interes + amortizacion
YMCJO,2026-03-30,100.0,3.5,0.0,USD,interes
YMCJO,2026-09-30,100.0,3.5,0.0,USD,interes
YMCJO,2027-03-30,100.0,3.5,0.0,USD,interes
YMCJO,2027-09-30,100.0,3.5,0.0,USD,interes
YMCJO,2028-03-30,100.0,3.5,0.0,USD,interes
YMCJO,2028-09-30,100.0,3.5,0.0,USD,interes
YMCJO,2029-03-30,100.0,3.5,0.0,USD,interes
YMCJO,2029-09-30,100.0,3.5,0.0,USD,interes
YMCJO,2030-03-30,100.0,3.5,0.0,USD,interes
YMCJO,2030-09-30,100.0,3.5,25.0,USD,interes + amortizacion
YMCJO,2031-03-30,75.0,2.62,0.0,USD,interes
YMCJO,2031-09-30,75.0,2.62,25.0,USD,interes + amortizacion
YMCJO,2032-03-30,50.0,1.75,0.0,USD,interes
YMCJO,2032-09-30,50.0,1.75,25.0,USD,interes + amortizacion
YMCJO,2033-03-30,25.0,0.88,0.0,USD,interes
YMCJO,2033-09-30,25.0,0.88,25.0,USD,interes + amortizacion
YMCVO,2026-02-28,100.0,1.51,0.0,USD,interes
YMCVO,2026-05-28,100.0,1.46,100.0,USD,interes + amortizacion
YMCXO,2026-03-11,100.0,4.38,0.0,USD,interes
YMCXO,2026-09-11,100.0,4.38,0.0,USD,interes
YMCXO,2027-03-11,100.0,4.38,0.0,USD,interes
YMCXO,2027-09-11,100.0,4.38,0.0,USD,interes
YMCXO,2028-03-11,100.0,4.38,0.0,USD,interes
YMCXO,2028-09-11,100.0,4.38,0.0,USD,interes
YMCXO,2029-03-11,100.0,4.38,0.0,USD,interes
YMCXO,2029-09-11,100.0,4.38,20.0,USD,interes + amortizacion
YMCXO,2030-03-11,80.0,3.5,0.0,USD,interes
YMCXO,2030-09-11,80.0,3.5,20.0,USD,interes + amortizacion
YMCXO,2031-03-11,60.0,2.62,0.0,USD,interes
YMCXO,2031-09-11,60.0,2.62,60.0,USD,interes + amortizacion
